date,Site_name,Site_number,JD,CJD,MO,DAY,YR,TIME,Q_cfs,staff_gage_ft,temp_C,cond_microS,DO_mg_L,pH,psat_percent,TP_microg_L,PO4_microg_L,NH4_microg_L,NO2_microg_L,NO3_NO2_microg_L,TN_microg_L,SiO2_microg_L,TSS_mg_L,turbidity_NTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2017,Sycan R @ Drews Rd,SR0070,220,5696,8,8,2017,1015,8.33,0.82,18.18,115,9.42,9.25,116.4,43,9,42,1,2.4,Pass,19,3,19,0,0,Pass,13,6,12,1,8,Pass,0.5,1,0.5,0,0,Pass,47,8,45,2,4.3,Pass,265,30,253,12,4.6,Pass,"31,900",20,"32,000",100,0.3,Pass,1,1,1,0,0,Pass,1.62,0.1,2.54,0.92,44.2,Fail,Turbidity failed,Turbidity failed
8/23/2017,Sycan R @ Drews Rd,SR0070,235,5711,8,23,2017,1215,10.1,0.9,21.68,124,8.85,7.95,117.1,42,9,43,1,2.4,Pass,18,3,18,0,0,Pass,12,6,20,8,50,Fail,0.5,1,0.5,0,0,Pass,25,8,27,2,7.7,Pass,281,30,280,1,0.4,Pass,"31,000",20,"31,100",100,0.3,Pass,3.9,1,4,0.1,2.5,Pass,3.25,0.1,3.93,0.68,18.9,Pass,6.a.,6.a.
9/6/2017,Sycan R @ Drews Rd,SR0070,249,5725,9,6,2017,1030,14,1.72,18.89,129,7.32,6.78,91.8,43,9,NA,NA,NA,NA,23,3,NA,NA,NA,NA,12,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,21,8,NA,NA,NA,NA,233,30,NA,NA,NA,NA,"33,100",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2.96,0.1,NA,NA,NA,NA,NA,NA
10/3/2017,Sycan R @ Drews Rd,SR0070,276,5752,10,3,2017,1500,15,1.73,10.87,124,10.66,7.74,112.8,46,9,NA,NA,NA,NA,31,3,NA,NA,NA,NA,11,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,24,8,NA,NA,NA,NA,157,30,NA,NA,NA,NA,"32,800",20,NA,NA,NA,NA,19.8,1,NA,NA,NA,NA,1.13,0.1,NA,NA,NA,NA,NA,NA
10/18/2017,Sycan R @ Drews Rd,SR0070,291,5767,10,18,2017,1130,16,1.75,7.62,125,9.7,7.63,94.1,47,9,NA,NA,NA,NA,32,3,NA,NA,NA,NA,9,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,40,8,NA,NA,NA,NA,168,30,NA,NA,NA,NA,34300,20,NA,NA,NA,NA,3.7,1,NA,NA,NA,NA,1.85,0.1,NA,NA,NA,NA,NA,NA
11/1/2017,Sycan R @ Drews Rd,SR0070,305,5781,11,1,2017,1045,17.09,0.89,6.02,130,9.66,6.72,90.9,77,9,68,9,12.4,Pass,36,3,36,0,0,Pass,11,6,12,1,8.7,Pass,0.5,1,0.5,0,0,Pass,72,8,72,0,0,Pass,310,30,311,1,0.3,Pass,"34,900",20,"34,600",300,0.9,Pass,15.4,1,15.4,0,0,Pass,5.01,0.1,2.74,2.27,58.6,Fail,Turbidity failed,Turbidity failed
11/29/2017,Sycan R @ Drews Rd,SR0070,333,5809,11,29,2017,1015,32.73,1.2,2.58,110,10.35,6.36,89.3,47,9,48,1,2.1,Pass,28,3,28,0,0,Pass,12,6,10,2,18.2,Pass,0.5,1,0.5,0,0,Pass,47,8,47,0,0,Pass,353,30,364,11,3.1,Pass,"37,500",20,"35,200",2300,6.3,Pass,4.6,1,4.7,0.1,2.2,Pass,2.88,0.1,3.05,0.17,5.7,Pass,"2.a. TN and Dup changed from 421, 309","2.a. TN and Dup changed from 421, 309"
12/13/2017,Sycan R @ Drews Rd,SR0070,347,5823,12,13,2017,1130,21,1.79,1.4,127,11.23,7.4,92.1,66,9,NA,NA,NA,NA,44,3,NA,NA,NA,NA,10,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,41,8,NA,NA,NA,NA,284,30,NA,NA,NA,NA,"36,100",20,NA,NA,NA,NA,2.8,1,NA,NA,NA,NA,1.54,0.1,NA,NA,NA,NA,NA,NA
12/27/2017,Sycan R @ Drews Rd,SR0070,361,5837,12,27,2017,1130,22,1.75,3.41,137,10.45,7.62,91.5,63,9,61,2,3.2,Pass,44,3,42,2,4.7,Pass,15,6,15,0,0,Pass,0.5,1,0.5,0,0,Pass,36,8,35,1,2.8,Pass,222,30,220,2,0.9,Pass,"34,400",20,"34,200",200,0.6,Pass,1,1,1,0,0,Pass,2.12,0.1,2.73,0.61,25.2,Fail,Turbidity failed,Turbidity failed
1/10/2018,Sycan R @ Drews Rd,SR0070,10,5486,1,10,2018,1115,44,2.12,2.56,132,10.98,7.56,95.1,54,9,NA,NA,NA,NA,32,3,NA,NA,NA,NA,10,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,38,8,NA,NA,NA,NA,349,30,NA,NA,NA,NA,"32,800",20,NA,NA,NA,NA,3.9,1,NA,NA,NA,NA,2.77,0.1,NA,NA,NA,NA,NA,NA
1/24/2018,Sycan R @ Drews Rd,SR0070,24,5500,1,24,2018,1015,48.56,1.4,1.77,98,11.47,7.46,96,39,9,38,1,2.6,Pass,21,3,20,1,4.9,Pass,3,6,7,4,80,Pass,0.5,1,0.5,0,0,Pass,16,8,15,1,6.5,Pass,269,30,289,20,7.2,Pass,"23,900",20,"24,000",100,0.4,Pass,2.2,1,2.2,0,0,Pass,3.08,0.1,3.54,0.46,13.9,Pass,NA,NA
2/7/2018,Sycan R @ Drews Rd,SR0070,38,5514,2,7,2018,1145,40.04,1.3,3.22,86,11.47,7.54,100,41,9,NA,NA,NA,NA,19,3,NA,NA,NA,NA,7,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,27,8,NA,NA,NA,NA,317,30,NA,NA,NA,NA,"25,300",20,NA,NA,NA,NA,2.7,1,NA,NA,NA,NA,5.7,0.1,NA,NA,NA,NA,NA,NA
2/21/2018,Sycan R @ Drews Rd,SR0070,52,5528,2,21,2018,1200,28,1.92,2.75,105,11.39,7.49,98.3,46,9,NA,NA,NA,NA,28,3,NA,NA,NA,NA,15,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,28,8,NA,NA,NA,NA,301,30,NA,NA,NA,NA,"30,600",20,NA,NA,NA,NA,4,1,NA,NA,NA,NA,7.43,0.1,NA,NA,NA,NA,NA,NA
3/7/2018,Sycan R @ Drews Rd,SR0070,66,5542,3,7,2018,1200,20.28,0.98,5.58,141,10.44,8.29,96.8,64,9,NA,NA,NA,NA,32,3,NA,NA,NA,NA,23,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,33,8,NA,NA,NA,NA,407,30,NA,NA,NA,NA,"31,700",20,NA,NA,NA,NA,19.1,1,NA,NA,NA,NA,8.87,0.1,NA,NA,NA,NA,NA,NA
3/13/2018,Sycan R @ Drews Rd,SR0070,72,5548,3,13,2018,950,75.8,2.51,5.03,98,10.56,7.53,96.7,47,9,NA,NA,NA,NA,18,3,NA,NA,NA,NA,8,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,13,8,NA,NA,NA,NA,330,30,NA,NA,NA,NA,"26,900",20,NA,NA,NA,NA,5.1,1,NA,NA,NA,NA,6.86,0.1,NA,NA,NA,NA,NA,NA
3/15/2018,Sycan R @ Drews Rd,SR0070,74,5550,3,15,2018,1000,247,3.91,0.35,46,12.23,7.19,98.7,110,9,92,18,17.8,Pass,21,3,23,2,9.1,Pass,17,6,12,5,34.5,Pass,0.5,1,0.5,0,0,Pass,19,8,21,2,10,Pass,586,30,585,1,0.2,Pass,"14,300",20,"14,300",0,0,Pass,15.3,1,19,3.7,21.6,Fail,30.7,0.1,31.7,1,3.2,Pass,TSS and Dup failed,TSS and Dup failed
3/22/2018,Sycan R @ Drews Rd,SR0070,81,5557,3,22,2018,955,295,4.18,5.82,63,10.14,7.31,94.8,80,9,NA,NA,NA,NA,14,3,NA,NA,NA,NA,12,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,10,8,NA,NA,NA,NA,615,30,NA,NA,NA,NA,"19,800",20,NA,NA,NA,NA,18.6,1,NA,NA,NA,NA,26.9,0.1,NA,NA,NA,NA,NA,NA
4/4/2018,Sycan R @ Drews Rd,SR0070,94,5570,4,4,2018,1105,110.68,2.08,8.71,75,9.57,7.49,96.7,46,9,NA,NA,NA,NA,15,3,NA,NA,NA,NA,3,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,16,8,NA,NA,NA,NA,489,30,NA,NA,NA,NA,"22,800",20,NA,NA,NA,NA,2.9,1,NA,NA,NA,NA,6.26,0.1,NA,NA,NA,NA,NA,NA
4/16/2018,Sycan R @ Drews Rd,SR0070,106,5582,4,16,2018,1115,186.36,2.86,7.09,66,9.92,7.16,96.7,38,9,40,2,5.1,Pass,12,3,9,3,28.6,Pass,7,6,3,4,80,Pass,0.5,1,0.5,0,0,Pass,14,8,12,2,15.4,Pass,419,30,439,20,4.7,Pass,"24,400",20,"24,400",0,0,Pass,5.5,1,5.8,0.3,5.3,Pass,4.94,0.1,5.24,0.3,5.9,Pass,NA,NA
5/2/2018,Sycan R @ Drews Rd,SR0070,122,5598,5,2,2018,935,226.87,3.01,9.28,68,10.2,7.39,104,41,9,NA,NA,NA,NA,10,3,NA,NA,NA,NA,3,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,10,8,NA,NA,NA,NA,469,30,NA,NA,NA,NA,"26,300",20,NA,NA,NA,NA,2.3,1,NA,NA,NA,NA,2.46,0.1,NA,NA,NA,NA,NA,NA
5/16/2018,Sycan R @ Drews Rd,SR0070,136,5612,5,16,2018,1110,124.58,2.3,15.77,73,7.7,7.6,90.9,43,9,42,1,2.4,Pass,18,3,17,1,5.7,Pass,3,6,3,0,0,Pass,0.5,1,0.5,0,0,Pass,11,8,12,1,8.7,Pass,424,30,442,18,4.2,Pass,"29,800",20,"29,700",100,0.3,Pass,1,1,1,0,0,Pass,1.25,0.1,1.35,0.1,7.7,Pass,NA,NA
5/30/2018,Sycan R @ Drews Rd,SR0070,150,5626,5,30,2018,955,134.98,2.5,17.5,70,7.18,7.34,75,51,9,NA,NA,NA,NA,22,3,NA,NA,NA,NA,8,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,13,8,NA,NA,NA,NA,485,30,NA,NA,NA,NA,"27,700",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2.11,0.1,NA,NA,NA,NA,NA,NA
6/14/2018,Sycan R @ Drews Rd,SR0070,165,5641,6,14,2018,1145,44.95,1.48,19.71,87,8.4,8.36,107.4,49,9,50,1,2,Pass,20,3,21,1,4.9,Pass,6,6,3,3,66.7,Pass,0.5,1,0.5,0,0,Pass,10,8,10,0,0,Pass,421,30,424,3,0.7,Pass,"30,300",20,"30,400",100,0.3,Pass,1,1,1,0,0,Pass,1.44,0.1,1.36,0.08,5.7,Pass,NA,NA
6/27/2018,Sycan R @ Drews Rd,SR0070,178,5654,6,27,2018,1225,27.01,1.13,21.71,100,9.67,8.55,128.8,42,9,NA,NA,NA,NA,19,3,NA,NA,NA,NA,3,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,14,8,NA,NA,NA,NA,396,30,NA,NA,NA,NA,"28,900",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.07,0.1,NA,NA,NA,NA,NA,NA
7/11/2018,Sycan R @ Drews Rd,SR0070,192,5668,7,11,2018,940,31.95,0.94,18.82,120,7.94,8.6,99.5,46,9,42,4,9.1,Pass,19,3,19,0,0,Pass,15,6,13,2,14.3,Pass,0.5,1,0.5,0,0,Pass,61,8,64,3,4.8,Pass,379,30,368,11,2.9,Pass,"27,400",20,"27,200",200,0.7,Pass,1,1,1,0,0,Pass,1.39,0.1,1.43,0.04,2.8,Pass,NA,NA
7/25/2018,Sycan R @ Drews Rd,SR0070,206,5682,7,25,2018,1130,10.3,1.61,21.88,125,11.14,8.2,147.8,45,9,NA,NA,NA,NA,24,3,NA,NA,NA,NA,18,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,63,8,NA,NA,NA,NA,311,30,NA,NA,NA,NA,"27,900",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.6,0.1,NA,NA,NA,NA,NA,NA
8/8/2018,Sycan R @ Drews Rd,SR0070,221,5697,8,8,2018,1000,10.8,1.63,17.98,122,9.41,8.56,115.8,37,9,36,1,2.7,Pass,17,3,18,1,5.7,Pass,8,6,7,1,13.3,Pass,0.5,1,0.5,0,0,Pass,70,8,68,2,2.9,Pass,289,30,259,30,10.9,Pass,"26,500",20,"26,300",200,0.8,Pass,1,1,1,0,0,Pass,1.2,0.1,0.9,0.3,28.5,Fail,Turbidity and Dup failed,Turbidity and Dup failed
8/22/2018,Sycan R @ Drews Rd,SR0070,234,5710,8,22,2018,1030,10.1,1.6,15.14,119,9.54,8.74,94.8,33,9,NA,NA,NA,NA,19,3,NA,NA,NA,NA,10,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,65,8,NA,NA,NA,NA,228,30,NA,NA,NA,NA,"29,500",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0.89,0.1,NA,NA,NA,NA,NA,NA
9/4/2018,Sycan R @ Drews Rd,SR0070,247,5723,9,4,2018,1330,9.36,0.92,19.1,116,11.72,8.83,126.6,32,9,NA,NA,NA,NA,19,3,NA,NA,NA,NA,19,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,46,8,NA,NA,NA,NA,219,30,NA,NA,NA,NA,"22,900",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.2,0.1,NA,NA,NA,NA,NA,NA
9/19/2018,Sycan R @ Drews Rd,SR0070,262,5738,9,19,2018,1100,10,0.92,12.61,124,9.44,8.24,88.8,34,9,NA,NA,NA,NA,19,3,NA,NA,NA,NA,12,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,82,8,NA,NA,NA,NA,230,30,NA,NA,NA,NA,"26,000",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.38,0.1,NA,NA,NA,NA,NA,NA
10/3/2018,Sycan R @ Drews Rd,SR0070,276,5752,10,3,2018,1142,10.81,0.9,13,126,8.56,7.74,95.5,53,9,NA,NA,NA,NA,26,3,NA,NA,NA,NA,17,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,41,8,NA,NA,NA,NA,228,30,NA,NA,NA,NA,"28,700",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2.17,0.1,NA,NA,NA,NA,NA,NA
11/1/2018,Sycan R @ Drews Rd,SR0070,305,5781,11,1,2018,1133,12.26,0.88,8.27,129,9.99,7.58,98.6,51,9,NA,NA,NA,NA,35,3,NA,NA,NA,NA,12,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,40,8,NA,NA,NA,NA,214,30,NA,NA,NA,NA,31400,20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.44,0.1,NA,NA,NA,NA,NA,NA
11/28/2018,Sycan R @ Drews Rd,SR0070,332,5808,11,28,2018,1100,14.4,1.72,4.62,149,9.7,7.34,87.6,96,9,113,17,16.3,Pass,62,3,61,1,1.6,Pass,22,6,12,10,58.8,Fail,0.5,1,0.5,0,0,Pass,72,8,74,2,2.7,Pass,549,30,563,14,2.5,Pass,"33,500",20,"33,400",100,0.3,Pass,5.1,1,5.3,0.2,3.8,Pass,2.29,0.1,2.12,0.17,7.7,Pass,6.a. NH4 and Dup failed,6.a. NH4 and Dup failed
12/12/2018,Sycan R @ Drews Rd,SR0070,346,5822,12,12,2018,1215,13.9,1.71,4.07,145,10.94,7.28,97.6,72,9,NA,NA,NA,NA,47,3,NA,NA,NA,NA,23,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,36,8,NA,NA,NA,NA,339,30,NA,NA,NA,NA,"33,500",20,NA,NA,NA,NA,5,1,NA,NA,NA,NA,2.46,0.1,NA,NA,NA,NA,NA,NA
10/16/2019,Sycan R @ Drews Rd,SR0070,289,5765,10,16,2019,1015,12.9,0.9,7.87,119,9.98,6.85,98.4,39,9,NA,NA,NA,NA,29,3,NA,NA,NA,NA,12,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,19,8,NA,NA,NA,NA,155,30,NA,NA,NA,NA,"31,600",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2.1,0.1,NA,NA,NA,NA,NA,NA
11/13/2019,Sycan R @ Drews Rd,SR0070,317,5793,11,13,2019,1220,13.8,0.92,6.73,126,10.24,6.92,97.6,57,9,NA,NA,NA,NA,37,3,NA,NA,NA,NA,14,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,24,8,NA,NA,NA,NA,399,30,NA,NA,NA,NA,"32,100",20,NA,NA,NA,NA,5.1,1,NA,NA,NA,NA,2.76,0.1,NA,NA,NA,NA,NA,NA
1/22/2020,Sycan R @ Drews Rd,SR0070,22,5498,1,22,2020,1030,18.11,1,2.94,138,10.2,6.89,87.6,59,9,NA,NA,NA,NA,42,3,NA,NA,NA,NA,20,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,38,8,NA,NA,NA,NA,269,30,NA,NA,NA,NA,"34,500",20,NA,NA,NA,NA,4,1,NA,NA,NA,NA,2.62,0.1,NA,NA,NA,NA,NA,NA
1/30/2020,Sycan R @ Drews Rd,SR0070,30,5506,1,30,2020,1220,125,2.3,1.76,55,11.83,5.5,99.4,39,9,NA,NA,NA,NA,17,3,NA,NA,NA,NA,14,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,13,8,NA,NA,NA,NA,294,30,NA,NA,NA,NA,"19,000",20,NA,NA,NA,NA,5.9,1,NA,NA,NA,NA,27.8,0.1,NA,NA,NA,NA,NA,NA
2/6/2020,Sycan R @ Drews Rd,SR0070,37,5513,2,6,2020,1015,106,2.1,0.49,63,12.18,6.06,98.6,52,9,51,1,1.9,Pass,12,3,13,1,8,Pass,10,6,12,2,18.2,Pass,1,1,1,0,0,Pass,19,8,17,2,11.1,Pass,521,30,502,19,3.7,Pass,"22,200",20,"21,200",1000,4.6,Pass,4.6,1,4.1,0.5,11.5,Pass,13.1,0.1,11.3,1.8,14.8,Pass,NA,NA
3/4/2020,Sycan R @ Drews Rd,SR0070,64,5540,3,4,2020,1200,pending,1.3,6.83,95,10.6,7.28,101.1,44,9,NA,NA,NA,NA,20,3,NA,NA,NA,NA,15,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,16,8,NA,NA,NA,NA,337,30,NA,NA,NA,NA,"23,900",20,NA,NA,NA,NA,6.1,1,NA,NA,NA,NA,9.42,0.1,NA,NA,NA,NA,NA,NA
4/2/2020,Sycan R @ Drews Rd,SR0070,93,5569,4,2,2020,1108,48.1,1.32,5.69,97,10.47,7.84,83.5,42,9,45,3,6.9,Pass,21,3,20,1,4.9,Pass,14,6,17,3,19.4,Pass,0.5,1,0.5,0,0,Pass,16,8,20,4,22.2,Pass,340,30,342,2,0.6,Pass,"27,200",20,"26,800",400,1.5,Pass,3.5,1,3.8,0.3,8.2,Pass,4.76,0.1,5.36,0.6,11.9,Pass,NA,NA
4/15/2020,Sycan R @ Drews Rd,SR0070,106,5582,4,15,2020,1055,39.3,1.2,10.67,100,9.13,6.91,82.1,51,9,NA,NA,NA,NA,23,3,NA,NA,NA,NA,16,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,14,8,NA,NA,NA,NA,383,30,NA,NA,NA,NA,"27,600",20,NA,NA,NA,NA,3.8,1,NA,NA,NA,NA,4.46,0.1,NA,NA,NA,NA,NA,NA
5/1/2020,Sycan R @ Drews Rd,SR0070,122,5598,5,1,2020,945,115,2.9,12.89,71,7.84,7.21,74.2,39,9,NA,NA,NA,NA,11,3,NA,NA,NA,NA,11,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,9,8,NA,NA,NA,NA,536,30,NA,NA,NA,NA,"24,000",20,NA,NA,NA,NA,4.4,1,NA,NA,NA,NA,3.27,0.1,NA,NA,NA,NA,NA,NA
5/15/2020,Sycan R @ Drews Rd,SR0070,136,5612,5,15,2020,1115,95.3,2.08,11.88,72,9.17,7.48,84.8,32,9,NA,NA,NA,NA,12,3,NA,NA,NA,NA,13,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,8,8,NA,NA,NA,NA,438,30,NA,NA,NA,NA,"24,200",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.68,0.1,NA,NA,NA,NA,NA,NA
5/28/2020,Sycan R @ Drews Rd,SR0070,149,5625,5,28,2020,1245,59.2,1.7,22.22,76,8.12,7.86,93.2,35,9,31,4,12.1,Pass,16,3,15,1,6.5,Pass,19,6,18,200,Pass,,0.5,1,0.5,0,0,Pass,8,8,9,1,11.8,Pass,413,30,426,13,3.1,Pass,"26,200",20,"26,100",100,0.4,Pass,1,1,1,0,0,Pass,1.6,0.1,3.12,1.52,64.4,Fail,Turbidity and Dup failed,Turbidity and Dup failed
6/11/2020,Sycan R @ Drews Rd,SR0070,163,5639,6,11,2020,937,31.12,1.24,17.31,90,8.38,7.81,87.2,90,9,NA,NA,NA,NA,15,3,NA,NA,NA,NA,18,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,29,8,NA,NA,NA,NA,400,30,NA,NA,NA,NA,"28,300",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.38,0.1,NA,NA,NA,NA,NA,NA
6/23/2020,Sycan R @ Drews Rd,SR0070,175,5651,6,23,2020,950,16.28,1.08,20.43,103,7.92,8.01,87.8,33,9,37,4,11.4,Pass,16,3,15,1,6.5,Pass,11,6,10,1,9.5,Pass,0.5,1,0.5,0,0,Pass,39,8,38,1,2.6,Pass,366,30,375,9,2.4,Pass,"27,400",20,"26,800",600,2.2,Pass,2.1,1,1,1.1,71,Fail,1.29,0.1,1.37,0.08,6,Pass,TSS and Dup failed,TSS and Dup failed
7/7/2020,Sycan R @ Drews Rd,SR0070,189,5665,7,7,2020,1023,9.56,0.96,17.08,116,9.77,9.04,101.3,31,9,35,4,12.1,Pass,16,3,17,1,6.1,Pass,10,6,11,1,9.5,Pass,0.5,1,0.5,0,0,Pass,56,8,55,1,1.8,Pass,349,30,313,36,10.9,Pass,"24,100",20,"24,100",0,0,Pass,1,1,1,0,0,Pass,1.24,0.1,1.25,0.01,0.8,Pass,NA,NA
7/22/2020,Sycan R @ Drews Rd,SR0070,204,5680,7,22,2020,1010,8.58,0.92,20.48,122,8.43,8.58,93.6,59,9,NA,NA,NA,NA,24,3,NA,NA,NA,NA,9,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,63,8,NA,NA,NA,NA,335,30,NA,NA,NA,NA,"24,500",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.38,0.1,NA,NA,NA,NA,NA,NA
8/6/2020,Sycan R @ Drews Rd,SR0070,219,5695,8,6,2020,1317,7.74,0.9,17.58,121,8.77,8.56,91.8,47,9,48,1,2.1,Pass,29,3,29,0,0,Pass,17,6,12,5,34.5,Pass,0.5,1,0.5,0,0,Pass,65,8,64,1,1.6,Pass,281,30,296,15,5.2,Pass,"26,900",20,"26,900",0,0,Pass,1,1,1,0,0,Pass,1.47,0.1,1.24,0.23,17,Pass,NA,NA
8/18/2020,Sycan R @ Drews Rd,SR0070,231,5707,8,18,2020,1215,7.54,1.54,19.72,121,9.97,8.32,109.1,44,9,NA,NA,NA,NA,26,3,NA,NA,NA,NA,13,6,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,31,8,NA,NA,NA,NA,264,30,NA,NA,NA,NA,"25,900",20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1.72,0.1,NA,NA,NA,NA,NA,NA
